iter	Logloss
658	0.1755835153
659	0.1753405389
660	0.1750291712
661	0.1748172016
662	0.1746455301
663	0.1745104852
664	0.1744776226
665	0.1744086176
666	0.1742321073
667	0.1738576176
668	0.1733820062
669	0.1730873166
670	0.1728632303
671	0.172821307
672	0.1726765315
673	0.1726499042
674	0.1723280724
675	0.1721694132
676	0.1719756917
677	0.1716575716
678	0.1712044665
679	0.1709609229
680	0.170736026
681	0.1706173501
682	0.1704876466
683	0.1703509831
684	0.1703177568
685	0.1700067512
686	0.1696294246
687	0.1694080613
688	0.1691196352
689	0.1689594974
690	0.1687966839
691	0.1685958781
692	0.1681078915
693	0.1679613175
694	0.1676873917
695	0.1674939756
696	0.1674447839
697	0.1671641846
698	0.1669859716
699	0.1668756617
